agency_id,language,sector,written_tier,oral_tier,collection_tier,pathway_type,translated_page_count,quality_verdict,tier_verified,assignment_method,evidence_url,capture_date
city_auburn,Carolinian,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Catalan,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Cebuano,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Cham,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Chamorro,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Chin,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Chinese-Cantonese,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Chinese-Fukienese,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Chinese-Mandarin,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Chinese-Taiwanese,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Chuukese,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Dari,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Dinka,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Dutch,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Egyptian-Arabic,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Eritai,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Estonian,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Ewe,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Fallani,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Farsi,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,French,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Fula,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Ga,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,German,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,"Greek, Modern",city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Gujarati,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Haitian Creole,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Hausa,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Hawaiian,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Herero,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Hindi,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Hmong,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Hungarian,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Igbo,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Ilokano,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Indonesian,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Italian,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Japanese,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Kakwa,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Kannada,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Karen,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Karenni,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Kazakh,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Khmer,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Kikuyu,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Kinyarwanda,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Kirgiz,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Kirundi,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Kmhmu,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Kongo,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Korean,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Kosraean,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Krahn,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Krio,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Kru,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Kurdish,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Lao,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Latvian,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Lingala,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Luganda,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Maay Maay,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Malay,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Malayalam,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Mam,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Mandingo,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Mandinka,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Marathi,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Marquesan,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Marshallese,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Maya-Quiche,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Mien,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Mixteco,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Moldavian,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Mongolian,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Moore,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,"Nahuatl, Guerrero region",city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Nepali,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Nuer,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Oromo,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Palau,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Pashai,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Pashto,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Pere,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Polish,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Portuguese,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Punjabi,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Purepecha,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Rohingya,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Romanian,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Russian,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Samoan,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Sao,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Serbo-Croation,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Shona,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Sinhalese,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Slovenian,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Somali,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Soninke,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Sotho,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Spanish,city,3.0,2.0,,in_language_document,1.0,unchecked,unverified,derived,https://www.auburnwa.gov/city_hall/public_works/transportation/neighborhood_traffic_safety_program/_neighborhood_traffic_calming_program___spanish,2026-09-05
city_auburn,Swahili,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Tagalog,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Taishanese,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Tajiki,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Tamil,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Tarasco,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Tedim,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Telugu,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Thai,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Tibetan,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Tigrinya,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Tongan,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Turkish,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Twi,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Ukrainian,city,3.0,2.0,,in_language_document,1.0,unchecked,unverified,derived,https://www.auburnwa.gov/city_hall/public_works/transportation/neighborhood_traffic_safety_program/traffic_calming_program_ukrainian,2026-09-05
city_auburn,Urdu,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Uzbek,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Vietnamese,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Wolof,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Yap,city,0.0,0.0,,none,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_auburn,Yoruba,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.auburnwa.gov,2026-09-05
city_burien,Acholi,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Aguacateco,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Akateko,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Albanian,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,American Sign Language,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Amharic,city,3.0,2.0,,in_language_document,10.0,human,verified_human,derived,https://www.burienwa.gov/news_events/city_newsroom/news_announcements/community_connectors_program_launches_amharic,2026-09-05
city_burien,Arabic,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Armenian,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Ayula-Bambara,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Azerbaijani,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Bambara,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Bangala,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Bassa,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Bengali,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Bosnian,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Bulgarian,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Burmese,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Carolinian,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Catalan,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Cebuano,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Cham,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Chamorro,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Chin,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Chinese-Cantonese,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Chinese-Fukienese,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Chinese-Mandarin,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Chinese-Taiwanese,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Chuukese,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Dari,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Dinka,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Dutch,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Egyptian-Arabic,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Eritai,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Estonian,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Ewe,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Fallani,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Farsi,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,French,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Fula,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Ga,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,German,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,"Greek, Modern",city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Gujarati,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Haitian Creole,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Hausa,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Hawaiian,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Herero,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Hindi,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Hmong,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Hungarian,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Igbo,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Ilokano,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Indonesian,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Italian,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Japanese,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Kakwa,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Kannada,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Karen,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Karenni,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Kazakh,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Khmer,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Kikuyu,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Kinyarwanda,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Kirgiz,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Kirundi,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Kmhmu,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Kongo,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Korean,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Kosraean,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Krahn,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Krio,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Kru,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Kurdish,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Lao,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Latvian,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Lingala,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Luganda,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Maay Maay,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Malay,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Malayalam,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Mam,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Mandingo,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Mandinka,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Marathi,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Marquesan,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Marshallese,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Maya-Quiche,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Mien,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Mixteco,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Moldavian,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Mongolian,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Moore,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,"Nahuatl, Guerrero region",city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Nepali,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Nuer,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Oromo,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Palau,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Pashai,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Pashto,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Pere,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Polish,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Portuguese,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Punjabi,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Purepecha,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Rohingya,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Romanian,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Russian,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Samoan,city,1.0,2.0,,machine_widget,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Sao,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
city_burien,Serbo-Croation,city,0.0,0.0,,none,0.0,,,derived,https://www.burienwa.gov,2026-09-05
