agency_id,agency_name,sector,service_scope,king_county_authority,language,written_tier,oral_tier,collection_tier,pathway_in_language,pathway_type,translated_page_count,quality_verdict,tier_verified,evidence_url,capture_date,notes,assigned_by,assignment_method,widget,widget_restricted,widget_language_count,translated_page_slugs,language_access_page_count,site_page_count,is_state_channel,dshs_client_households,in_language_phone,oral_locations_phone,oral_locations_video,oral_availability,collection_branches,collection_branch_names,translated_doc_count,translated_doc_types,oral_hours
city_auburn,City of Auburn,city,city,False,Kirundi,0.0,0.0,,False,none,0.0,,,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Kmhmu,0.0,0.0,,False,none,0.0,,,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Kongo,0.0,0.0,,False,none,0.0,,,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Korean,1.0,2.0,,True,machine_widget,0.0,,,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Kosraean,0.0,0.0,,False,none,0.0,,,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Krahn,0.0,0.0,,False,none,0.0,,,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Krio,1.0,2.0,,True,machine_widget,0.0,,,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Kru,0.0,0.0,,False,none,0.0,,,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Kurdish,1.0,2.0,,True,machine_widget,0.0,,,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Lao,1.0,2.0,,True,machine_widget,0.0,,,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Latvian,1.0,2.0,,True,machine_widget,0.0,,,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Lingala,1.0,2.0,,True,machine_widget,0.0,,,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Luganda,1.0,2.0,,True,machine_widget,0.0,,,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Maay Maay,0.0,0.0,,False,none,0.0,,,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Malay,1.0,2.0,,True,machine_widget,0.0,,,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Malayalam,1.0,2.0,,True,machine_widget,0.0,,,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Mam,1.0,2.0,,True,machine_widget,0.0,,,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Mandingo,0.0,0.0,,False,none,0.0,,,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Mandinka,0.0,0.0,,False,none,0.0,,,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Marathi,1.0,2.0,,True,machine_widget,0.0,,,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Marquesan,0.0,0.0,,False,none,0.0,,,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Marshallese,1.0,2.0,,True,machine_widget,0.0,,,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Maya-Quiche,0.0,0.0,,False,none,0.0,,,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Mien,0.0,0.0,,False,none,0.0,,,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Mixteco,0.0,0.0,,False,none,0.0,,,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Moldavian,0.0,0.0,,False,none,0.0,,,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Mongolian,1.0,2.0,,True,machine_widget,0.0,,,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Moore,0.0,0.0,,False,none,0.0,,,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,"Nahuatl, Guerrero region",0.0,0.0,,False,none,0.0,,,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Nepali,1.0,2.0,,True,machine_widget,0.0,,,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Nuer,1.0,2.0,,True,machine_widget,0.0,,,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Oromo,1.0,2.0,,True,machine_widget,0.0,,,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Palau,0.0,0.0,,False,none,0.0,,,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Pashai,0.0,0.0,,False,none,0.0,,,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Pashto,1.0,2.0,,True,machine_widget,0.0,,,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Pere,0.0,0.0,,False,none,0.0,,,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Polish,1.0,2.0,,True,machine_widget,0.0,,,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Portuguese,1.0,2.0,,True,machine_widget,0.0,,,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Punjabi,1.0,2.0,,True,machine_widget,0.0,,,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Purepecha,0.0,0.0,,False,none,0.0,,,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Rohingya,0.0,0.0,,False,none,0.0,,,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Romanian,1.0,2.0,,True,machine_widget,0.0,,,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Russian,1.0,2.0,,True,machine_widget,0.0,,,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Samoan,1.0,2.0,,True,machine_widget,0.0,,,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Sao,0.0,0.0,,False,none,0.0,,,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Serbo-Croation,0.0,0.0,,False,none,0.0,,,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Shona,1.0,2.0,,True,machine_widget,0.0,,,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Sinhalese,0.0,0.0,,False,none,0.0,,,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Slovenian,1.0,2.0,,True,machine_widget,0.0,,,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Somali,1.0,2.0,,True,machine_widget,0.0,,,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Soninke,0.0,0.0,,False,none,0.0,,,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Sotho,0.0,0.0,,False,none,0.0,,,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived,google_translate,False,,,1.0,1029.0,,,,,,,,,,,
city_auburn,City of Auburn,city,city,False,Spanish,3.0,2.0,,True,in_language_document,1.0,unchecked,unverified,https://www.auburnwa.gov/city_hall/public_works/transportation/neighborhood_traffic_safety_program/_neighborhood_traffic_calming_program___spanish,2026-09-05,"1 page(s) published in this language | Unrestricted widget, machine translation only",EH,derived,google_translate,False,,_neighborhood_traffic_calming_program___spanish,1.0,1029.0,,,,,,,,,,,
