agency_id,agency_name,sector,language,written_tier,oral_tier,collection_tier,pathway_in_language,pathway_type,translated_page_count,translated_page_slugs,widget_language_count,is_state_channel,evidence_url,capture_date,quality_verdict,notes,assigned_by,assignment_method
health_healthpoint,HealthPoint,health,Bosnian,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Bulgarian,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Burmese,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Carolinian,0,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Catalan,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Cebuano,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Cham,0,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Chamorro,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Chin,0,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Chinese-Cantonese,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Chinese-Fukienese,0,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Chinese-Mandarin,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Chinese-Taiwanese,0,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Chuukese,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Dari,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Dinka,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Dutch,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Egyptian-Arabic,0,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Eritai,0,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Estonian,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Ewe,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Fallani,0,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Farsi,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,French,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Fula,0,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Ga,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,German,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,"Greek, Modern",0,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Gujarati,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Haitian Creole,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Hausa,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Hawaiian,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Herero,0,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Hindi,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Hmong,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Hungarian,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Igbo,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Ilokano,0,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Indonesian,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Italian,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Japanese,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Kakwa,0,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Kannada,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Karen,0,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Karenni,0,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Kazakh,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Khmer,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Kikuyu,0,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Kinyarwanda,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Kirgiz,0,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Kirundi,0,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Kmhmu,0,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Kongo,0,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Korean,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Kosraean,0,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Krahn,0,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Krio,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Kru,0,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Kurdish,0,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Lao,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Latvian,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Lingala,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Luganda,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Maay Maay,0,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Malay,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Malayalam,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Mam,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Mandingo,0,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Mandinka,0,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Marathi,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Marquesan,0,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Marshallese,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Maya-Quiche,0,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Mien,0,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Mixteco,0,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Moldavian,0,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Mongolian,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Moore,0,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,"Nahuatl, Guerrero region",0,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
health_healthpoint,HealthPoint,health,Nepali,1,0,,False,none,0,,,False,https://www.healthpointchc.org/,2026-09-07,,"Unrestricted widget, machine translation only | Direct care provider. Federally funded providers must offer interpreters at the point of care regardless of what their website shows, so a web assessment understates this sector. Read the tier as published information, not as bedside access",EH,derived
