agency_id,agency_name,sector,language,written_tier,oral_tier,collection_tier,pathway_in_language,pathway_type,widget,widget_restricted,widget_language_count,translated_page_count,translated_page_slugs,language_access_page_count,site_page_count,evidence_url,capture_date,notes,assigned_by,assignment_method
city_auburn,City of Auburn,city,Dutch,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Egyptian-Arabic,0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Eritai,0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Estonian,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Ewe,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Fallani,0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Farsi,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,French,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Fula,0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Ga,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,German,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,"Greek, Modern",0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Gujarati,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Haitian Creole,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Hausa,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Hawaiian,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Herero,0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Hindi,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Hmong,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Hungarian,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Igbo,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Ilokano,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Indonesian,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Italian,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Japanese,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Kakwa,0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Kannada,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Karen,0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Karenni,0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Kazakh,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Khmer,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Kikuyu,0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Kinyarwanda,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Kirgiz,0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Kirundi,0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Kmhmu,0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Kongo,0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Korean,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Kosraean,0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Krahn,0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Krio,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Kru,0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Kurdish,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Lao,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Latvian,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Lingala,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Luganda,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Maay Maay,0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Malay,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Malayalam,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Mam,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Mandingo,0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Mandinka,0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Marathi,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Marquesan,0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Marshallese,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Maya-Quiche,0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Mien,0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Mixteco,0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Moldavian,0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Mongolian,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Moore,0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,"Nahuatl, Guerrero region",0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Nepali,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Nuer,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Oromo,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Palau,0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Pashai,0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Pashto,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Pere,0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Polish,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Portuguese,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Punjabi,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Purepecha,0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Rohingya,0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Romanian,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Russian,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Samoan,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Sao,0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Serbo-Croation,0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Shona,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Sinhalese,0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Slovenian,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Somali,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Soninke,0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Sotho,0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Spanish,3,2,,True,in_language_document,google_translate,False,,1,_neighborhood_traffic_calming_program___spanish,1,1029,https://www.auburnwa.gov/city_hall/public_works/transportation/neighborhood_traffic_safety_program/_neighborhood_traffic_calming_program___spanish,2026-09-05,"1 page(s) published in this language | Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Swahili,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Tagalog,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Taishanese,0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Tajiki,0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Tamil,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Tarasco,0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Tedim,0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Telugu,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Thai,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Tibetan,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Tigrinya,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Tongan,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Turkish,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Twi,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Ukrainian,3,2,,True,in_language_document,google_translate,False,,1,traffic_calming_program_ukrainian,1,1029,https://www.auburnwa.gov/city_hall/public_works/transportation/neighborhood_traffic_safety_program/traffic_calming_program_ukrainian,2026-09-05,"1 page(s) published in this language | Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Urdu,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Uzbek,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Vietnamese,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Wolof,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_auburn,City of Auburn,city,Yap,0,0,,False,none,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_auburn,City of Auburn,city,Yoruba,1,2,,True,machine_widget,google_translate,False,,0,,1,1029,https://www.auburnwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_burien,City of Burien,city,Acholi,1,2,,True,machine_widget,google_translate,False,,0,,2,1193,https://www.burienwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_burien,City of Burien,city,Aguacateco,0,0,,False,none,google_translate,False,,0,,2,1193,https://www.burienwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_burien,City of Burien,city,Akateko,0,0,,False,none,google_translate,False,,0,,2,1193,https://www.burienwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_burien,City of Burien,city,Albanian,1,2,,True,machine_widget,google_translate,False,,0,,2,1193,https://www.burienwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_burien,City of Burien,city,American Sign Language,0,0,,False,none,google_translate,False,,0,,2,1193,https://www.burienwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_burien,City of Burien,city,Amharic,3,2,,True,in_language_document,google_translate,False,,10,community_connectors_program_launches_amharic; burien_public_safety_levy_information_amharic; emergency_information_in_amharic; severe_weather_shelter_in_amharic; summer_safety_amharic; immigration_resources_amharic; car_seat_program_amharic; community_connectors_program_amharic; burien_neighborhood_grants_program_amharic; electrify_burien_amharic,2,1193,https://www.burienwa.gov/news_events/city_newsroom/news_announcements/community_connectors_program_launches_amharic,2026-09-05,"10 page(s) published in this language | Unrestricted widget, machine translation only",EH,derived
city_burien,City of Burien,city,Arabic,1,2,,True,machine_widget,google_translate,False,,0,,2,1193,https://www.burienwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_burien,City of Burien,city,Armenian,1,2,,True,machine_widget,google_translate,False,,0,,2,1193,https://www.burienwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_burien,City of Burien,city,Ayula-Bambara,0,0,,False,none,google_translate,False,,0,,2,1193,https://www.burienwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_burien,City of Burien,city,Azerbaijani,1,2,,True,machine_widget,google_translate,False,,0,,2,1193,https://www.burienwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_burien,City of Burien,city,Bambara,1,2,,True,machine_widget,google_translate,False,,0,,2,1193,https://www.burienwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
city_burien,City of Burien,city,Bangala,0,0,,False,none,google_translate,False,,0,,2,1193,https://www.burienwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_burien,City of Burien,city,Bassa,0,0,,False,none,google_translate,False,,0,,2,1193,https://www.burienwa.gov,2026-09-05,Widget present but does not support this language,EH,derived
city_burien,City of Burien,city,Bengali,1,2,,True,machine_widget,google_translate,False,,0,,2,1193,https://www.burienwa.gov,2026-09-05,"Unrestricted widget, machine translation only",EH,derived
