agency_id,agency_name,sector,language,written_tier,oral_tier,collection_tier,pathway_in_language,translated_page_count,translated_page_slugs,oral_locations_phone,oral_locations_video,oral_availability,collection_branches,collection_branch_names,evidence_url,capture_date,notes,assigned_by,assignment_method
kcls,King County Library System,library,Tamil,0,0,0,False,0,,0,0,,0,,https://kcls.org/interpreters/,2026-09-02,,EH,derived
kcls,King County Library System,library,Tarasco,0,0,0,False,0,,0,0,,0,,https://kcls.org/interpreters/,2026-09-02,,EH,derived
kcls,King County Library System,library,Tedim,0,0,0,False,0,,0,0,,0,,https://kcls.org/interpreters/,2026-09-02,,EH,derived
kcls,King County Library System,library,Telugu,0,0,0,False,0,,0,0,,0,,https://kcls.org/interpreters/,2026-09-02,,EH,derived
kcls,King County Library System,library,Thai,0,0,0,False,0,,0,0,,0,,https://kcls.org/interpreters/,2026-09-02,,EH,derived
kcls,King County Library System,library,Tibetan,0,0,0,False,0,,0,0,,0,,https://kcls.org/interpreters/,2026-09-02,,EH,derived
kcls,King County Library System,library,Tigrinya,0,0,0,False,0,,0,0,,0,,https://kcls.org/interpreters/,2026-09-02,,EH,derived
kcls,King County Library System,library,Tongan,0,0,0,False,0,,0,0,,0,,https://kcls.org/interpreters/,2026-09-02,,EH,derived
kcls,King County Library System,library,Turkish,0,0,0,False,0,,0,0,,0,,https://kcls.org/interpreters/,2026-09-02,,EH,derived
kcls,King County Library System,library,Twi,0,0,0,False,0,,0,0,,0,,https://kcls.org/interpreters/,2026-09-02,,EH,derived
kcls,King County Library System,library,Ukrainian,3,2,3,True,1,interpreters-uk,22,20,weekdays,6,Algona-Pacific; Covington; Federal Way; Federal Way 320th; Kent; Renton,http://kcls.org/interpreters-uk,2026-09-02,"1 translated page(s); 1 carry a non-Latin heading. Latin-script headings need reading by eye | The only page KCLS publishes in this language is the interpreter request page itself | Interpreters weekdays only, per the agency's own FAQ",EH,derived
kcls,King County Library System,library,Urdu,0,0,0,False,0,,0,0,,0,,https://kcls.org/interpreters/,2026-09-02,,EH,derived
kcls,King County Library System,library,Uzbek,0,0,0,False,0,,0,0,,0,,https://kcls.org/interpreters/,2026-09-02,,EH,derived
kcls,King County Library System,library,Vietnamese,3,2,3,True,1,interpreters-vi,22,20,always,12,Burien; Des Moines; Fairwood; Federal Way; Greenbridge; Kent; Renton; Renton Highlands; Skyway; Southcenter; Tukwila; White Center,http://kcls.org/interpreters-vi,2026-09-02,1 translated page(s); 1 carry a non-Latin heading. Latin-script headings need reading by eye | The only page KCLS publishes in this language is the interpreter request page itself,EH,derived
kcls,King County Library System,library,Wolof,0,0,0,False,0,,0,0,,0,,https://kcls.org/interpreters/,2026-09-02,,EH,derived
kcls,King County Library System,library,Yap,0,0,0,False,0,,0,0,,0,,https://kcls.org/interpreters/,2026-09-02,,EH,derived
kcls,King County Library System,library,Yoruba,0,0,0,False,0,,0,0,,0,,https://kcls.org/interpreters/,2026-09-02,,EH,derived
